Year,Region,Region Code,Industry,Industry Code,Measure,Gas type,Value,Value Unit,Value Label,Null Reason
2015,Bay of Plenty,Bay of Plenty Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,713.61,number,Kilotonnes of CO2 equivalent,
2016,Bay of Plenty,Bay of Plenty Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,746.63,number,Kilotonnes of CO2 equivalent,
2017,Bay of Plenty,Bay of Plenty Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,736.47,number,Kilotonnes of CO2 equivalent,
2018,Bay of Plenty,Bay of Plenty Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,703.18,number,Kilotonnes of CO2 equivalent,
2007,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1557.12,number,Kilotonnes of CO2 equivalent,
2008,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1551.67,number,Kilotonnes of CO2 equivalent,
2009,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1499.98,number,Kilotonnes of CO2 equivalent,
2010,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1612.96,number,Kilotonnes of CO2 equivalent,
2011,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1577.89,number,Kilotonnes of CO2 equivalent,
2012,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1651.28,number,Kilotonnes of CO2 equivalent,
2013,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1749.29,number,Kilotonnes of CO2 equivalent,
2014,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1859.74,number,Kilotonnes of CO2 equivalent,
2015,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1880.15,number,Kilotonnes of CO2 equivalent,
2016,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1792.69,number,Kilotonnes of CO2 equivalent,
2017,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1885.77,number,Kilotonnes of CO2 equivalent,
2018,Canterbury,Canterbury Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1795.88,number,Kilotonnes of CO2 equivalent,
2007,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,60.54,number,Kilotonnes of CO2 equivalent,
2008,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,59.49,number,Kilotonnes of CO2 equivalent,
2009,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,57.64,number,Kilotonnes of CO2 equivalent,
2010,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,61.18,number,Kilotonnes of CO2 equivalent,
2011,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,71.92,number,Kilotonnes of CO2 equivalent,
2012,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,77.16,number,Kilotonnes of CO2 equivalent,
2013,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,72.26,number,Kilotonnes of CO2 equivalent,
2014,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,63.03,number,Kilotonnes of CO2 equivalent,
2015,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,67.09,number,Kilotonnes of CO2 equivalent,
2016,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,67.69,number,Kilotonnes of CO2 equivalent,
2017,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,70.71,number,Kilotonnes of CO2 equivalent,
2018,Gisborne,Gisborne Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,70.69,number,Kilotonnes of CO2 equivalent,
2007,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,342.41,number,Kilotonnes of CO2 equivalent,
2008,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,443.28,number,Kilotonnes of CO2 equivalent,
2009,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,317.34,number,Kilotonnes of CO2 equivalent,
2010,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,312.57,number,Kilotonnes of CO2 equivalent,
2011,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,284.18,number,Kilotonnes of CO2 equivalent,
2012,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,282.91,number,Kilotonnes of CO2 equivalent,
2013,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,296.02,number,Kilotonnes of CO2 equivalent,
2014,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,294.46,number,Kilotonnes of CO2 equivalent,
2015,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,282.15,number,Kilotonnes of CO2 equivalent,
2016,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,292.95,number,Kilotonnes of CO2 equivalent,
2017,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,313.61,number,Kilotonnes of CO2 equivalent,
2018,Hawke's Bay,Hawke's Bay Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,311.76,number,Kilotonnes of CO2 equivalent,
2007,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,368.38,number,Kilotonnes of CO2 equivalent,
2008,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,374.34,number,Kilotonnes of CO2 equivalent,
2009,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,398.64,number,Kilotonnes of CO2 equivalent,
2010,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,418.09,number,Kilotonnes of CO2 equivalent,
2011,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,392.91,number,Kilotonnes of CO2 equivalent,
2012,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,432.44,number,Kilotonnes of CO2 equivalent,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,455.99,number,Kilotonnes of CO2 equivalent,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,512.15,number,Kilotonnes of CO2 equivalent,
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,507.69,number,Kilotonnes of CO2 equivalent,
2016,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,511.22,number,Kilotonnes of CO2 equivalent,
2017,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,551.59,number,Kilotonnes of CO2 equivalent,
2018,Manawatū-Whanganui,Manawatu-Wanganui Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,530.46,number,Kilotonnes of CO2 equivalent,
2007,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,93.23,number,Kilotonnes of CO2 equivalent,
2008,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,92.41,number,Kilotonnes of CO2 equivalent,
2009,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,82.23,number,Kilotonnes of CO2 equivalent,
2010,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,81.79,number,Kilotonnes of CO2 equivalent,
2011,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,71.03,number,Kilotonnes of CO2 equivalent,
2012,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,73.78,number,Kilotonnes of CO2 equivalent,
2013,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,83.41,number,Kilotonnes of CO2 equivalent,
2014,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,81.44,number,Kilotonnes of CO2 equivalent,
2015,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,82.56,number,Kilotonnes of CO2 equivalent,
2016,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,85.16,number,Kilotonnes of CO2 equivalent,
2017,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,85.28,number,Kilotonnes of CO2 equivalent,
2018,Marlborough,Marlborough Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,81.14,number,Kilotonnes of CO2 equivalent,
2007,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2243.79,number,Kilotonnes of CO2 equivalent,
2008,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2215.47,number,Kilotonnes of CO2 equivalent,
2009,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2106.02,number,Kilotonnes of CO2 equivalent,
2010,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2098.2,number,Kilotonnes of CO2 equivalent,
2011,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2072.63,number,Kilotonnes of CO2 equivalent,
2012,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2091.04,number,Kilotonnes of CO2 equivalent,
2013,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2112.63,number,Kilotonnes of CO2 equivalent,
2014,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2142.78,number,Kilotonnes of CO2 equivalent,
2015,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,2216.84,number,Kilotonnes of CO2 equivalent,
2016,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1889.65,number,Kilotonnes of CO2 equivalent,
2017,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1869.59,number,Kilotonnes of CO2 equivalent,
2018,Northland,Northland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1761.07,number,Kilotonnes of CO2 equivalent,
2007,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,425.27,number,Kilotonnes of CO2 equivalent,
2008,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,430.32,number,Kilotonnes of CO2 equivalent,
2009,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,376.8,number,Kilotonnes of CO2 equivalent,
2010,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,364.77,number,Kilotonnes of CO2 equivalent,
2011,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,333.61,number,Kilotonnes of CO2 equivalent,
2012,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,356.35,number,Kilotonnes of CO2 equivalent,
2013,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,362.05,number,Kilotonnes of CO2 equivalent,
2014,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,380.03,number,Kilotonnes of CO2 equivalent,
2015,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,392.57,number,Kilotonnes of CO2 equivalent,
2016,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,375.98,number,Kilotonnes of CO2 equivalent,
2017,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,455.57,number,Kilotonnes of CO2 equivalent,
2018,Otago,Otago Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,449.32,number,Kilotonnes of CO2 equivalent,
2007,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1008.66,number,Kilotonnes of CO2 equivalent,
2008,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,944.22,number,Kilotonnes of CO2 equivalent,
2009,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,878.66,number,Kilotonnes of CO2 equivalent,
2010,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1056.41,number,Kilotonnes of CO2 equivalent,
2011,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1067.47,number,Kilotonnes of CO2 equivalent,
2012,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1081.45,number,Kilotonnes of CO2 equivalent,
2013,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1084.23,number,Kilotonnes of CO2 equivalent,
2014,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1136.81,number,Kilotonnes of CO2 equivalent,
2015,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1134.54,number,Kilotonnes of CO2 equivalent,
2016,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1109.05,number,Kilotonnes of CO2 equivalent,
2017,Southland,Southland Region,Goods-producing industries,"C,D,E",Greenhouse gas emissions,Carbon dioxide equivalents,1212.25,number,Kilotonnes of CO2 equivalent,
