Year,Measure,Language group,Language,Language Code,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2011,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Male,40-*,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Male,Total,90,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Male,Total,75,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Male,Total,55,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Male,Total,10,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Male,Total,10,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Male,Total,10,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Male,Total,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Male,Total,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Male,Total,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Male,Total,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Male,Total,5,number,Equivalent full-time students,
2011,Non-formal EFTS in language courses,International,German,German,Male,Total,5,number,Equivalent full-time students,
2012,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2013,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2014,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2015,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2016,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2017,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2018,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2019,Non-formal EFTS in language courses,International,German,German,Male,Total,0,number,Equivalent full-time students,
2010,Non-formal students in language courses,International,German,German,Total,*-17,5,number,Number of students,
2011,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2012,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2013,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2014,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2015,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2016,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2017,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2018,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2019,Non-formal students in language courses,International,German,German,Total,*-17,0,number,Number of students,
2010,Non-formal EFTS in language courses,International,German,German,Total,*-17,0,number,Equivalent full-time students,
